ring_id,fiber_id,x,y,d,disp
7,28,-129.49998298485644,160.2146359031402,35.3,3
7,29,110.9999892848761,192.25755612405607,35.3,3
7,30,73.99999682516496,192.25757159003498,35.3,3
7,31,36.99999960314124,192.25758086954204,35.3,3
7,32,0.0,192.25758396271428,35.3,3
7,33,-36.9999996030085,192.25758086954204,35.3,3
7,34,-73.99999682515045,192.257571590035,35.3,3
7,35,-110.9999892848265,192.25755612405592,35.3,3
8,0,129.49998298477584,-224.30044695970483,35.3,3
8,1,92.49999379912353,-224.3004686120274,35.3,3
8,2,55.49999866061015,-224.30048304688677,35.3,3
8,3,18.49999995038919,-224.3004902642738,35.3,3
8,4,-18.49999995026261,-224.3004902642738,35.3,3
8,5,-55.49999866072095,-224.30048304688677,35.3,3
8,6,-92.49999379914668,-224.3004686120275,35.3,3
8,7,-129.49998298485644,-224.30044695970483,35.3,3
8,8,147.9999746011952,-192.25753447173273,35.3,3
8,9,-147.99997460135333,-192.25753447173273,35.3,3
8,10,166.4999638364564,-160.21461528183244,35.3,3
8,11,-166.4999638364341,-160.2146152818325,35.3,3
8,12,184.9999503929063,-128.17169170990243,35.3,3
8,13,-184.9999503927652,-128.17169170990243,35.3,3
8,14,203.49993397297368,-96.12876607588528,35.3,3
8,15,-203.49993397301307,-96.12876607588542,35.3,3
8,16,221.99991427903012,-64.0858406996489,35.3,3
8,17,-221.9999142791115,-64.0858406996488,35.3,3
8,18,240.49989101335413,-32.04291790104826,35.3,3
8,19,-240.49989101336047,-32.042917901048426,35.3,3
8,20,258.9998638783018,1.2645925943995493E-11,35.3,3
8,21,-258.9998638782433,1.2582489289809947E-11,35.3,3
8,22,240.49989101335413,32.04291790107361,35.3,3
8,23,-240.49989101336047,32.042917901073814,35.3,3
8,24,221.99991427903012,64.08584069967418,35.3,3
8,25,-221.9999142791115,64.08584069967418,35.3,3
8,26,203.49993397297365,96.12876607591058,35.3,3
8,27,-203.49993397301307,96.12876607591043,35.3,3
8,28,184.99995039290627,128.17169170992773,35.3,3
8,29,-184.9999503927652,128.17169170992776,35.3,3
8,30,166.49996383645643,160.21461528185765,35.3,3
8,31,-166.4999638364341,160.21461528185756,35.3,3
8,32,147.99997460119522,192.25753447175794,35.3,3
8,33,-147.99997460135333,192.25753447175794,35.3,3
8,34,129.49998298477573,224.30044695973012,35.3,3
8,35,92.49999379912343,224.30046861205267,35.3,3
8,36,55.49999866060994,224.30048304691203,35.3,3
8,37,18.499999950389142,224.30049026429901,35.3,3
8,38,-18.49999995026261,224.30049026429901,35.3,3
8,39,-55.49999866072095,224.300483046912,35.3,3
8,40,-92.49999379914668,224.30046861205273,35.3,3
8,41,-129.49998298485644,224.30044695972992,35.3,3
9,0,147.99997460119368,-256.34332155620103,35.3,3
9,1,110.99998928485734,-256.3433504258711,35.3,3
9,2,73.99999682513138,-256.34337104708965,35.3,3
9,3,36.99999960314348,-256.34338341988945,35.3,3
9,4,3.1393027066255945E-14,-256.3433875441035,35.3,3
9,5,-36.9999996031917,-256.34338341988945,35.3,3
9,6,-73.99999682515045,-256.34337104708965,35.3,3
9,7,-110.9999892848265,-256.34335042587117,35.3,3
9,8,-147.99997460135333,-256.343321556201,35.3,3
9,9,166.49996383642997,-224.30041808994392,35.3,3
9,10,-166.4999638364341,-224.30041808994397,35.3,3
9,11,184.99995039290474,-192.25750663300514,35.3,3
9,12,-184.9999503927652,-192.2575066330053,35.3,3
9,13,203.49993397301546,-160.21458950528134,35.3,3
9,14,-203.49993397301307,-160.2145895052815,35.3,3
9,15,221.99991427901608,-128.17166902656183,35.3,3
9,16,-221.9999142791115,-128.17166902656203,35.3,3
9,17,240.4998910133347,-96.12874751679325,35.3,3
9,18,-240.49989101336047,-96.1287475167933,35.3,3
9,19,258.9998638782463,-64.08582729583334,35.3,3
9,20,-258.9998638782433,-64.08582729583324,35.3,3
9,21,277.4998325762487,-32.042910683611936,35.3,3
9,22,-277.4998325762433,-32.04291068361194,35.3,3
9,23,295.99979680967317,1.2648188486383671E-11,35.3,3
9,24,-295.99979680966055,1.2575689470525042E-11,35.3,3
9,25,277.49983257624865,32.04291068363729,35.3,3
9,26,-277.4998325762433,32.042910683637345,35.3,3
9,27,258.9998638782463,64.08582729585859,35.3,3
9,28,-258.9998638782433,64.08582729585841,35.3,3
9,29,240.49989101333458,96.12874751681858,35.3,3
9,30,-240.49989101336047,96.12874751681849,35.3,3
9,31,221.99991427901608,128.17166902658715,35.3,3
9,32,-221.9999142791115,128.1716690265872,35.3,3
9,33,203.4999339730155,160.21458950530655,35.3,3
9,34,-203.49993397301307,160.2145895053065,35.3,3
9,35,184.99995039290465,192.2575066330305,35.3,3
9,36,-184.9999503927652,192.25750663303046,35.3,3
9,37,166.49996383642986,224.30041808996924,35.3,3
9,38,-166.4999638364341,224.3004180899692,35.3,3
9,39,147.99997460119366,256.34332155622633,35.3,3
9,40,110.99998928485734,256.34335042589635,35.3,3
9,41,73.99999682513132,256.34337104711483,35.3,3
9,42,36.99999960314352,256.3433834199147,35.3,3
9,43,0.0,256.34338754405235,35.3,3
9,44,-36.9999996031917,256.3433834199147,35.3,3
9,45,-73.99999682515045,256.34337104711483,35.3,3
9,46,-110.9999892848265,256.34335042589623,35.3,3
9,47,-147.99997460135333,256.34332155622616,35.3,3
10,0,166.49996383642875,-288.3861775935487,35.3,3
10,1,129.49998298478218,-288.38621471179965,35.3,3
10,2,92.49999379910598,-288.3862425504099,35.3,3
10,3,55.4999986605994,-288.3862611095005,35.3,3
10,4,18.499999950397125,-288.38627038916945,35.3,3
10,5,-18.499999950445808,-288.38627038916945,35.3,3
10,6,-55.49999866053775,-288.3862611095005,35.3,3
10,7,-92.49999379914668,-288.3862425504099,35.3,3
10,8,-129.49998298485644,-288.3862147117997,35.3,3
10,9,-166.4999638364341,-288.3861775935487,35.3,3
10,10,184.99995039295325,-256.3432844379924,35.3,3
10,11,-184.9999503927652,-256.34328443799234,35.3,3
10,12,203.49993397299346,-224.30038200280447,35.3,3
10,13,-203.49993397301307,-224.30038200280458,35.3,3
10,14,221.99991427898786,-192.2574726079878,35.3,3
10,15,-221.9999142791115,-192.25747260798784,35.3,3
10,16,240.49989101338818,-160.2145585734758,35.3,3
10,17,-240.49989101336047,-160.2145585734759,35.3,3
10,18,258.9998638783595,-128.17164221900265,35.3,3
10,19,-258.9998638784265,-128.17164221900273,35.3,3
10,20,277.49983257624,-96.12872586449329,35.3,3
10,21,-277.4998325762433,-96.12872586449312,35.3,3
10,22,295.9997968096197,-64.08581182992681,35.3,3
10,23,-295.99979680947735,-64.08581182992712,35.3,3
10,24,314.49975628077163,-32.042902435133506,35.3,3
10,25,-314.4997562806119,-32.04290243513331,35.3,3
10,26,332.9997106919139,1.2650450620620877E-11,35.3,3
10,27,-332.99971069176377,1.2568889250087685E-11,35.3,3
10,28,314.49975628077163,32.04290243515873,35.3,3
10,29,-314.4997562806119,32.04290243515845,35.3,3
10,30,295.9997968096197,64.0858118299521,35.3,3
10,31,-295.99979680947735,64.08581182995204,35.3,3
10,32,277.49983257624,96.12872586451853,35.3,3
10,33,-277.4998325762433,96.12872586451853,35.3,3
10,34,258.9998638783595,128.17164221902792,35.3,3
10,35,-258.9998638784265,128.17164221902792,35.3,3
10,36,240.4998910133881,160.21455857350125,35.3,3
10,37,-240.49989101336047,160.21455857350128,35.3,3
10,38,221.99991427898783,192.25747260801316,35.3,3
10,39,-221.9999142791115,192.25747260801302,35.3,3
10,40,203.49993397299326,224.30038200282993,35.3,3
10,41,-203.49993397301307,224.3003820028298,35.3,3
10,42,184.99995039295325,256.34328443801763,35.3,3
10,43,-184.9999503927652,256.34328443801763,35.3,3
10,44,166.49996383642863,288.38617759357396,35.3,3
10,45,129.49998298478206,288.3862147118249,35.3,3
10,46,92.49999379910588,288.38624255043516,35.3,3
10,47,55.499998660599616,288.38626110952566,35.3,3
10,48,18.499999950397033,288.38627038919475,35.3,3
10,49,-18.499999950445808,288.38627038919475,35.3,3
10,50,-55.49999866053775,288.38626110952566,35.3,3
10,51,-92.49999379914668,288.38624255043516,35.3,3
10,52,-129.49998298485644,288.3862147118249,35.3,3
10,53,-166.4999638364341,288.3861775935738,35.3,3
11,0,184.99995039295942,-320.4290127520951,35.3,3
11,1,147.99997460117933,-320.4290591497731,35.3,3
11,2,110.9999892848717,-320.4290952369027,35.3,3
11,3,73.99999682516074,-320.42912101348867,35.3,3
11,4,36.99999960314105,-320.4291364793276,35.3,3
11,5,3.924128383282313E-14,-320.4291416346621,35.3,3
11,6,-36.9999996030085,-320.4291364793276,35.3,3
11,7,-73.99999682515045,-320.42912101348867,35.3,3
11,8,-110.9999892848265,-320.42909523690275,35.3,3
11,9,-147.99997460098695,-320.4290591497731,35.3,3
11,10,-184.99995039294836,-320.4290127520951,35.3,3
11,11,203.4999339730101,-288.38613119585926,35.3,3
11,12,-203.49993397301307,-288.38613119585926,35.3,3
11,13,221.99991427902359,-256.3432390713073,35.3,3
11,14,-221.9999142791115,-256.34323907130727,35.3,3
11,15,240.49989101337826,-224.30033869831723,35.3,3
11,16,-240.49989101336047,-224.3003386983173,35.3,3
11,17,258.99986387828517,-192.25743239663765,35.3,3
11,18,-258.9998638782433,-192.25743239663765,35.3,3
11,19,277.4998325762979,-160.21452248632093,35.3,3
11,20,-277.4998325762433,-160.21452248632116,35.3,3
11,21,295.999796809633,-128.17161128714818,35.3,3
11,22,-295.99979680966055,-128.17161128714835,35.3,3
11,23,314.49975628081364,-96.12870111907813,35.3,3
11,24,-314.4997562807951,-96.12870111907822,35.3,3
11,25,332.9997106919592,-64.08579430191165,35.3,3
11,26,-332.999710691947,-64.08579430191159,35.3,3
11,27,351.49965974562224,-32.042893155593504,35.3,3
11,28,-351.49965974559956,-32.04289315559382,35.3,3
11,29,369.99960314415716,1.2652712346489429E-11,35.3,3
11,30,-369.9996031442361,1.2562088629154928E-11,35.3,3
11,31,351.49965974562224,32.042893155618806,35.3,3
11,32,-351.49965974559956,32.04289315561864,35.3,3
11,33,332.99971069195914,64.08579430193704,35.3,3
11,34,-332.999710691947,64.08579430193703,35.3,3
11,35,314.4997562808136,96.12870111910354,35.3,3
11,36,-314.4997562807951,96.12870111910337,35.3,3
11,37,295.99979680963287,128.1716112871736,35.3,3
11,38,-295.99979680966055,128.17161128717353,35.3,3
11,39,277.4998325762979,160.21452248634625,35.3,3
11,40,-277.4998325762433,160.2145224863463,35.3,3
11,41,258.9998638782851,192.25743239666303,35.3,3
11,42,-258.9998638782433,192.2574323966631,35.3,3
11,43,240.4998910133781,224.30033869834267,35.3,3
11,44,-240.49989101336047,224.30033869834247,35.3,3
11,45,221.99991427902347,256.3432390713326,35.3,3
11,46,-221.9999142791115,256.3432390713326,35.3,3
11,47,203.49993397301003,288.3861311958845,35.3,3
11,48,-203.49993397301307,288.3861311958845,35.3,3
11,49,184.9999503929593,320.42901275212046,35.3,3
11,50,147.99997460117916,320.4290591497984,35.3,3
11,51,110.99998928487159,320.42909523692794,35.3,3
11,52,73.99999682516068,320.42912101351385,35.3,3
11,53,36.99999960314099,320.4291364793528,35.3,3
11,54,0.0,320.42914163471323,35.3,3
11,55,-36.9999996030085,320.4291364793528,35.3,3
11,56,-73.99999682515045,320.42912101351385,35.3,3
11,57,-110.9999892848265,320.429095236928,35.3,3
11,58,-147.99997460098695,320.4290591497982,35.3,3
11,59,-184.99995039294836,320.42901275212023,35.3,3
12,0,203.49993397300844,-352.4718247117527,35.3,3
12,1,166.4999638364641,-352.4718814200622,35.3,3
12,2,129.4999829847763,-352.4719267866791,35.3,3
12,3,92.49999379913238,-352.4719608117308,35.3,3
12,4,55.499998660608796,-352.47198349499973,35.3,3
12,5,18.49999995039242,-352.4719948366596,35.3,3
12,6,-18.49999995026261,-352.4719948366596,35.3,3
12,7,-55.49999866072095,-352.47198349499973,35.3,3
12,8,-92.49999379914668,-352.4719608117308,35.3,3
12,9,-129.49998298485644,-352.47192678667915,35.3,3
12,10,-166.4999638364341,-352.4718814200621,35.3,3
12,11,-203.49993397301307,-352.4718247117527,35.3,3
12,12,221.99991427904044,-320.4289560438018,35.3,3
12,13,-221.9999142791115,-320.4289560438018,35.3,3
12,14,240.49989101333543,-288.3860755186296,35.3,3
12,15,-240.49989101336047,-288.3860755186295,35.3,3
12,16,258.99986387834747,-256.34318545623063,35.3,3
12,17,-258.9998638784265,-256.3431854562305,35.3,3
12,18,277.4998325762862,-224.3002881763295,35.3,3
12,19,-277.4998325762433,-224.3002881763296,35.3,3
12,20,295.99979680964384,-192.25738599894092,35.3,3
12,21,-295.99979680966055,-192.25738599894095,35.3,3
12,22,314.49975628074793,-160.21448124391154,35.3,3
12,23,-314.4997562806119,-160.21448124391142,35.3,3
12,24,332.99971069196124,-128.17157623112314,35.3,3
12,25,-332.999710691947,-128.17157623112323,35.3,3
12,26,351.499659745694,-96.12867328047047,35.3,3
12,27,-351.49965974559956,-96.12867328047071,35.3,3
12,28,369.99960314412834,-64.08577471178785,35.3,3
12,29,-369.9996031440529,-64.08577471178793,35.3,3
12,30,388.4995405898365,-32.04288284500859,35.3,3
12,31,-388.4995405897903,-32.042882845008776,35.3,3
12,32,406.9994717850329,1.2654973663771714E-11,35.3,3
12,33,-406.99947178492863,1.2555287608384036E-11,35.3,3
12,34,388.4995405898365,32.042882845033986,35.3,3
12,35,-388.4995405897903,32.042882845033894,35.3,3
12,36,369.99960314412823,64.08577471181333,35.3,3
12,37,-369.9996031440529,64.08577471181309,35.3,3
12,38,351.499659745694,96.1286732804958,35.3,3
12,39,-351.49965974559956,96.12867328049555,35.3,3
12,40,332.9997106919612,128.17157623114852,35.3,3
12,41,-332.999710691947,128.17157623114863,35.3,3
12,42,314.49975628074793,160.21448124393683,35.3,3
12,43,-314.4997562806119,160.2144812439366,35.3,3
12,44,295.99979680964384,192.25738599896619,35.3,3
12,45,-295.99979680966055,192.2573859989661,35.3,3
12,46,277.4998325762862,224.30028817635477,35.3,3
12,47,-277.4998325762433,224.30028817635468,35.3,3
12,48,258.99986387834747,256.3431854562558,35.3,3
12,49,-258.9998638784265,256.34318545625575,35.3,3
12,50,240.4998910133353,288.38607551865493,35.3,3
12,51,-240.49989101336047,288.38607551865465,35.3,3
12,52,221.99991427904044,320.428956043827,35.3,3
12,53,-221.9999142791115,320.4289560438268,35.3,3
12,54,203.49993397300832,352.47182471177797,35.3,3
12,55,166.4999638364642,352.47188142008736,35.3,3
12,56,129.49998298477627,352.4719267867043,35.3,3
12,57,92.49999379913228,352.47196081175605,35.3,3
12,58,55.499998660608675,352.47198349502503,35.3,3
12,59,18.499999950392446,352.47199483668476,35.3,3
12,60,-18.49999995026261,352.47199483668464,35.3,3
12,61,-55.49999866072095,352.47198349502503,35.3,3
12,62,-92.49999379914668,352.471960811756,35.3,3
12,63,-129.49998298485644,352.47192678670433,35.3,3
12,64,-166.4999638364341,352.47188142008736,35.3,3
12,65,-203.49993397301307,352.4718247117778,35.3,3
13,0,221.99991427904618,-384.5146111528708,35.3,3
13,1,184.99995039293594,-384.5146792026916,35.3,3
13,2,147.9999746011751,-384.51473487988426,35.3,3
13,3,110.99998928486781,-384.51477818439145,35.3,3
13,4,73.99999682514459,-384.51480911619205,35.3,3
13,5,36.99999960314185,-384.5148276752706,35.3,3
13,6,4.70895405993865E-14,-384.5148338616696,35.3,3
13,7,-36.9999996030085,-384.5148276752706,35.3,3
13,8,-73.99999682515045,-384.51480911619205,35.3,3
13,9,-110.9999892848265,-384.51477818439145,35.3,3
13,10,-147.99997460098695,-384.5147348798843,35.3,3
13,11,-184.9999503927652,-384.51467920269175,35.3,3
13,12,-221.9999142791115,-384.5146111528708,35.3,3
13,13,240.4998910133236,-352.47175666185586,35.3,3
13,14,-240.49989101336047,-352.471756661856,35.3,3
13,15,258.99986387828744,-320.4288890249152,35.3,3
13,16,-258.9998638782433,-320.4288890249153,35.3,3
13,17,277.4998325762752,-288.3860105618779,35.3,3
13,18,-277.4998325762433,-288.386010561878,35.3,3
13,19,295.9997968096419,-256.343123592613,35.3,3
13,20,-295.99979680966055,-256.34312359261304,35.3,3
13,21,314.4997562807435,-224.30023043699572,35.3,3
13,22,-314.4997562806119,-224.30023043699578,35.3,3
13,23,332.99971069196636,-192.25733341492437,35.3,3
13,24,-332.999710691947,-192.25733341492463,35.3,3
13,25,351.4996597456171,-160.21443484624837,35.3,3
13,26,-351.49965974559956,-160.2144348462484,35.3,3
13,27,369.9996031441143,-128.17153705088134,35.3,3
13,28,-369.9996031440529,-128.17153705088108,35.3,3
13,29,388.49954058979347,-96.12864234869168,35.3,3
13,30,-388.4995405897903,-96.12864234869153,35.3,3
13,31,406.99947178502435,-64.08575305956195,35.3,3
13,32,-406.99947178492863,-64.08575305956185,35.3,3
13,33,425.49939643218005,-32.04287150337001,35.3,3
13,34,-425.49939643213435,-32.042871503370115,35.3,3
13,35,443.99931423367445,1.2657234572250302E-11,35.3,3
13,36,-443.99931423370754,1.2548486188432307E-11,35.3,3
13,37,425.49939643218005,32.042871503395226,35.3,3
13,38,-425.49939643213435,32.04287150339521,35.3,3
13,39,406.99947178502435,64.08575305958728,35.3,3
13,40,-406.99947178492863,64.08575305958698,35.3,3
13,41,388.49954058979347,96.1286423487171,35.3,3
13,42,-388.4995405897903,96.128642348717,35.3,3
13,43,369.9996031441143,128.17153705090672,35.3,3
13,44,-369.9996031440529,128.17153705090692,35.3,3
13,45,351.4996597456171,160.21443484627366,35.3,3
13,46,-351.49965974559956,160.21443484627352,35.3,3
13,47,332.99971069196636,192.25733341494967,35.3,3
13,48,-332.999710691947,192.25733341494978,35.3,3
13,49,314.4997562807432,224.30023043702113,35.3,3
13,50,-314.4997562806119,224.30023043702118,35.3,3
13,51,295.99979680964185,256.3431235926383,35.3,3
13,52,-295.99979680966055,256.34312359263816,35.3,3
13,53,277.4998325762749,288.3860105619033,35.3,3
13,54,-277.4998325762433,288.3860105619032,35.3,3
13,55,258.9998638782873,320.42888902494064,35.3,3
13,56,-258.9998638782433,320.4288890249405,35.3,3
13,57,240.4998910133236,352.47175666188105,35.3,3
13,58,-240.49989101336047,352.47175666188093,35.3,3
13,59,221.99991427904604,384.5146111528962,35.3,3
13,60,184.99995039293583,384.51467920271693,35.3,3
13,61,147.99997460117487,384.5147348799096,35.3,3
13,62,110.99998928486775,384.5147781844166,35.3,3
13,63,73.99999682514486,384.51480911621724,35.3,3
13,64,36.99999960314181,384.5148276752959,35.3,3
13,65,0.0,384.5148338616696,35.3,3
13,66,-36.9999996030085,384.5148276752958,35.3,3
13,67,-73.99999682515045,384.51480911621724,35.3,3
13,68,-110.9999892848265,384.5147781844166,35.3,3
13,69,-147.99997460098695,384.5147348799097,35.3,3
13,70,-184.9999503927652,384.514679202717,35.3,3
13,71,-221.9999142791115,384.51461115289595,35.3,3
14,0,240.49989101333213,-416.5573697554438,35.3,3
14,1,203.4999339730055,-416.55745017793464,35.3,3
14,2,166.49996383645768,-416.5575171967582,35.3,3
14,3,129.4999829847844,-416.5575708118309,35.3,3
14,4,92.49999379911159,-416.5576110230905,35.3,3
14,5,55.49999866060738,-416.5576378306407,35.3,3
14,6,18.499999950392347,-416.55765123440597,35.3,3
14,7,-18.49999995026261,-416.55765123440597,35.3,3
14,8,-55.49999866072095,-416.5576378306407,35.3,3
14,9,-92.49999379914668,-416.5576110230905,35.3,3
14,10,-129.49998298485644,-416.557570811831,35.3,3
14,11,-166.4999638364341,-416.5575171967582,35.3,3
14,12,-203.49993397301307,-416.55745017793464,35.3,3
14,13,-240.49989101336047,-416.5573697554437,35.3,3
14,14,258.9998638782891,-384.5145307302849,35.3,3
14,15,-258.9998638782433,-384.51453073028506,35.3,3
14,16,277.49983257629503,-352.47167727038976,35.3,3
14,17,-277.4998325762433,-352.4716772703898,35.3,3
14,18,295.9997968096715,-320.42881169556676,35.3,3
14,19,-295.99979680966055,-320.4288116955668,35.3,3
14,20,314.4997562807422,-288.3859363256596,35.3,3
14,21,-314.4997562806119,-288.38593632565943,35.3,3
14,22,332.9997106919524,-256.3430534806294,35.3,3
14,23,-332.999710691947,-256.34305348062975,35.3,3
14,24,351.49965974561394,-224.30016548030602,35.3,3
14,25,-351.49965974559956,-224.3001654803061,35.3,3
14,26,369.999603144108,-192.25727464458382,35.3,3
14,27,-369.9996031440529,-192.2572746445839,35.3,3
14,28,388.49954058979887,-160.21438329334072,35.3,3
14,29,-388.4995405897903,-160.21438329334094,35.3,3
14,30,406.99947178502833,-128.1714937464481,35.3,3
14,31,-406.99947178492863,-128.1714937464481,35.3,3
14,32,425.49939643222746,-96.12860832380358,35.3,3
14,33,-425.49939643213435,-96.12860832380322,35.3,3
14,34,443.9993142336455,-64.08572934525372,35.3,3
14,35,-443.99931423370754,-64.08572934525384,35.3,3
14,36,462.4992248916913,-32.04285913069085,35.3,3
14,37,-462.49922489176504,-32.04285913069097,35.3,3
14,38,480.99912810880284,1.2659495071707823E-11,35.3,3
14,39,-480.9991281087902,1.2541684369957213E-11,35.3,3
14,40,462.4992248916913,32.04285913071596,35.3,3
14,41,-462.49922489176504,32.04285913071605,35.3,3
14,42,443.9993142336455,64.08572934527935,35.3,3
14,43,-443.99931423370754,64.08572934527933,35.3,3
14,44,425.49939643222746,96.1286083238289,35.3,3
