type,ring_id,fiber_id,slit,id,y_blue,y_red,y_ir
science,17,60,slit1,185,1247.09,1246.03,1237.87
science,17,62,slit1,186,1252.96,1251.92,1243.77
science,17,64,slit1,187,1258.82,1257.81,1249.67
science,17,66,slit1,188,1264.69,1263.7,1255.58
science,17,68,slit1,189,1270.56,1269.59,1261.48
science,17,70,slit1,190,1276.43,1275.48,1267.38
science,17,72,slit1,191,1282.3,1281.37,1273.28
science,17,74,slit1,192,1288.17,1287.26,1279.18
science,17,76,slit1,193,1294.04,1293.15,1285.09
science,17,78,slit1,194,1299.91,1299.05,1290.99
science,16,73,slit1,195,1305.77,1304.94,1296.89
science,16,71,slit1,196,1311.64,1310.83,1302.79
science,16,69,slit1,197,1317.51,1316.72,1308.69
science,16,67,slit1,198,1323.38,1322.61,1314.6
science,16,65,slit1,199,1329.25,1328.5,1320.5
science,16,63,slit1,200,1335.12,1334.39,1326.4
science,16,61,slit1,201,1340.99,1340.28,1332.3
science,16,59,slit1,202,1346.86,1346.17,1338.2
science,16,57,slit1,203,1352.72,1352.06,1344.11
science,16,55,slit1,204,1358.59,1357.95,1350.01
science,16,53,slit1,205,1364.46,1363.84,1355.91
science,16,51,slit1,206,1370.33,1369.73,1361.81
science,16,49,slit1,207,1376.2,1375.62,1367.71
science,16,47,slit1,208,1382.07,1381.51,1373.62
science,16,45,slit1,209,1387.94,1387.41,1379.52
science,15,42,slit1,210,1393.81,1393.3,1385.42
science,15,44,slit1,211,1399.68,1399.19,1391.32
science,15,46,slit1,212,1405.54,1405.08,1397.22
science,15,48,slit1,213,1411.41,1410.97,1403.13
science,15,50,slit1,214,1417.28,1416.86,1409.03
sky2,4,11,slit1,215,1423.15,1422.75,1414.93
sky1,3,8,slit1,216,1429.02,1428.64,1420.83
std,19,102,slit1,217,1434.89,1434.53,1426.73
science,15,52,slit1,218,1440.76,1440.42,1432.64
science,15,54,slit1,219,1446.63,1446.31,1438.54
science,15,56,slit1,220,1452.49,1452.2,1444.44
science,15,58,slit1,221,1458.36,1458.09,1450.34
science,15,60,slit1,222,1464.23,1463.98,1456.24
science,15,62,slit1,223,1470.1,1469.87,1462.15
science,15,64,slit1,224,1475.97,1475.77,1468.05
science,15,66,slit1,225,1481.84,1481.66,1473.95
science,15,68,slit1,226,1487.71,1487.55,1479.85
science,14,63,slit1,227,1493.58,1493.44,1485.75
science,14,61,slit1,228,1499.45,1499.33,1491.66
science,14,59,slit1,229,1505.31,1505.22,1497.56
science,14,57,slit1,230,1511.18,1511.11,1503.46
science,14,55,slit1,231,1517.05,1517.0,1509.36
science,14,53,slit1,232,1522.92,1522.89,1515.26
science,14,51,slit1,233,1528.79,1528.78,1521.17
science,14,49,slit1,234,1534.66,1534.67,1527.07
science,14,47,slit1,235,1540.53,1540.56,1532.97
science,14,45,slit1,236,1546.4,1546.45,1538.87
science,14,43,slit1,237,1552.26,1552.34,1544.77
science,14,41,slit1,238,1558.13,1558.23,1550.68
science,14,39,slit1,239,1564.0,1564.13,1556.58
science,13,36,slit1,240,1569.87,1570.02,1562.48
science,13,38,slit1,241,1575.74,1575.91,1568.38
science,13,40,slit1,242,1581.61,1581.8,1574.29
science,13,42,slit1,243,1587.48,1587.69,1580.19
science,13,44,slit1,244,1593.35,1593.58,1586.09
science,13,46,slit1,245,1599.21,1599.47,1591.99
science,13,48,slit1,246,1605.08,1605.36,1597.89
science,13,50,slit1,247,1610.95,1611.25,1603.8
science,13,52,slit1,248,1616.82,1617.14,1609.7
science,13,54,slit1,249,1622.69,1623.03,1615.6
science,13,56,slit1,250,1628.56,1628.92,1621.5
sky2,3,8,slit1,251,1634.43,1634.81,1627.4
sky1,2,5,slit1,252,1640.3,1640.7,1633.31
science,13,58,slit1,253,1646.17,1646.59,1639.21
science,12,53,slit1,254,1652.03,1652.49,1645.11
science,12,51,slit1,255,1657.9,1658.38,1651.01
science,12,49,slit1,256,1663.77,1664.27,1656.91
science,12,47,slit1,257,1669.64,1670.16,1662.82
science,12,45,slit1,258,1675.51,1676.05,1668.72
science,12,43,slit1,259,1681.38,1681.94,1674.62
science,12,41,slit1,260,1687.25,1687.83,1680.52
science,12,39,slit1,261,1693.12,1693.72,1686.42
science,12,37,slit1,262,1698.98,1699.61,1692.33
science,12,35,slit1,263,1704.85,1705.5,1698.23
science,12,33,slit1,264,1710.72,1711.39,1704.13
science,11,30,slit1,265,1716.59,1717.28,1710.03
science,11,32,slit1,266,1722.46,1723.17,1715.93
science,11,34,slit1,267,1728.33,1729.06,1721.84
science,11,36,slit1,268,1734.2,1734.96,1727.74
science,11,38,slit1,269,1740.07,1740.85,1733.64
science,11,40,slit1,270,1745.93,1746.74,1739.54
science,11,42,slit1,271,1751.8,1752.63,1745.44
science,11,44,slit1,272,1757.67,1758.52,1751.35
science,11,46,slit1,273,1763.54,1764.41,1757.25
science,11,48,slit1,274,1769.41,1770.3,1763.15
science,10,43,slit1,275,1775.28,1776.19,1769.05
science,10,41,slit1,276,1781.15,1782.08,1774.95
science,10,39,slit1,277,1787.02,1787.97,1780.86
science,10,37,slit1,278,1792.89,1793.86,1786.76
science,10,35,slit1,279,1798.75,1799.75,1792.66
science,10,33,slit1,280,1804.62,1805.64,1798.56
science,10,31,slit1,281,1810.49,1811.53,1804.46
science,10,29,slit1,282,1816.36,1817.42,1810.37
science,10,27,slit1,283,1822.23,1823.32,1816.27
science,9,24,slit1,284,1828.1,1829.21,1822.17
science,9,26,slit1,285,1833.97,1835.1,1828.07
science,9,28,slit1,286,1839.84,1840.99,1833.97
sky2,2,5,slit1,287,1845.7,1846.88,1839.88
sky1,3,10,slit1,288,1851.57,1852.77,1845.78
std,24,106,slit1,289,1857.44,1858.66,1851.68
science,9,30,slit1,290,1863.31,1864.55,1857.58
science,9,32,slit1,291,1869.18,1870.44,1863.48
science,9,34,slit1,292,1875.05,1876.33,1869.39
science,9,36,slit1,293,1880.92,1882.22,1875.29
science,9,38,slit1,294,1886.79,1888.11,1881.19
science,8,33,slit1,295,1892.66,1894.0,1887.09
science,8,31,slit1,296,1898.52,1899.89,1892.99
science,8,29,slit1,297,1904.39,1905.78,1898.9
science,8,27,slit1,298,1910.26,1911.68,1904.8
science,8,25,slit1,299,1916.13,1917.57,1910.7
science,8,23,slit1,300,1922.0,1923.46,1916.6
science,8,21,slit1,301,1927.87,1929.35,1922.5
science,7,18,slit1,302,1933.74,1935.24,1928.41
science,7,20,slit1,303,1939.61,1941.13,1934.31
science,7,22,slit1,304,1945.47,1947.02,1940.21
science,7,24,slit1,305,1951.34,1952.91,1946.11
science,7,26,slit1,306,1957.21,1958.8,1952.01
science,7,28,slit1,307,1963.35,1964.96,1958.19
science,6,23,slit1,308,1969.49,1971.12,1964.36
science,6,21,slit1,309,1975.63,1977.29,1970.53
science,6,19,slit1,310,1981.77,1983.45,1976.7
science,6,17,slit1,311,1987.91,1989.61,1982.87
science,6,15,slit1,312,1994.05,1995.77,1989.05
science,5,12,slit1,313,2000.19,2001.94,1995.22
science,5,14,slit1,314,2006.33,2008.1,2001.39
science,5,16,slit1,315,2012.48,2014.26,2007.56
science,5,18,slit1,316,2018.62,2020.42,2013.73
science,4,13,slit1,317,2024.76,2026.58,2019.9
science,4,11,slit1,318,2030.9,2032.75,2026.08
science,4,9,slit1,319,2037.04,2038.91,2032.25
science,3,6,slit1,320,2043.18,2045.07,2038.42
science,3,8,slit1,321,2049.32,2051.23,2044.59
science,2,3,slit1,322,2055.46,2057.39,2050.76
sky2,3,10,slit1,323,2061.6,2063.56,2056.94
sky1,3,11,slit1,324,2067.74,2069.72,2063.11
std,24,34,slit1,325,2073.88,2075.88,2069.28
science,2,5,slit1,326,2079.41,2081.45,2074.81
science,3,11,slit1,327,2084.9,2086.95,2080.34
science,3,10,slit1,328,2090.47,2092.52,2085.92
science,4,15,slit1,329,2096.02,2098.14,2091.52
science,4,16,slit1,330,2101.55,2103.63,2097.09
science,4,17,slit1,331,2107.15,2109.29,2102.67
science,5,23,slit1,332,2112.66,2114.76,2108.26
science,5,22,slit1,333,2118.17,2120.33,2113.76
science,5,21,slit1,334,2123.7,2125.85,2119.35
science,5,20,slit1,335,2129.31,2131.47,2124.93
science,6,25,slit1,336,2134.76,2136.98,2130.47
science,6,26,slit1,337,2140.39,2142.55,2136.07
science,6,27,slit1,338,2145.91,2148.2,2141.65
science,6,28,slit1,339,2151.45,2153.63,2147.18
science,6,29,slit1,340,2157.0,2159.3,2152.78
science,7,35,slit1,341,2162.54,2164.78,2158.36
science,7,34,slit1,342,2168.1,2170.4,2163.92
science,7,33,slit1,343,2173.62,2175.96,2169.53
science,7,32,slit1,344,2179.18,2181.46,2175.05
science,7,31,slit1,345,2184.66,2187.07,2180.61
science,7,30,slit1,346,2190.32,2192.59,2186.22
science,8,35,slit1,347,2195.77,2198.22,2191.77
science,8,36,slit1,348,2201.45,2203.77,2197.42
science,8,37,slit1,349,2206.89,2209.33,2202.93
science,8,38,slit1,350,2212.41,2214.81,2208.46
science,8,39,slit1,351,2218.01,2220.41,2214.06
science,8,40,slit1,352,2223.5,2225.98,2219.61
science,8,41,slit1,353,2229.12,2231.52,2225.22
science,9,47,slit1,354,2234.61,2237.17,2230.82
science,9,46,slit1,355,2240.22,2242.66,2236.38
science,9,45,slit1,356,2245.71,2248.29,2241.93
science,9,44,slit1,357,2251.28,2253.79,2247.54
science,9,43,slit1,358,2256.79,2259.38,2253.07
sky2,3,11,slit1,359,2262.36,2264.91,2258.65
sky1,4,13,slit1,360,2267.91,2270.46,2264.23
science,9,42,slit1,361,2273.91,2276.49,2270.27
science,9,41,slit1,362,2279.91,2282.51,2276.3
science,9,40,slit1,363,2285.91,2288.54,2282.34
science,10,45,slit1,364,2291.91,2294.56,2288.37
science,10,46,slit1,365,2297.91,2300.58,2294.41
science,10,47,slit1,366,2303.91,2306.61,2300.44
science,10,48,slit1,367,2309.9,2312.63,2306.48
science,10,49,slit1,368,2315.9,2318.66,2312.51
science,10,50,slit1,369,2321.9,2324.68,2318.55
science,10,51,slit1,370,2327.9,2330.7,2324.58
science,10,52,slit1,371,2333.9,2336.73,2330.62
science,10,53,slit1,372,2339.9,2342.75,2336.65
science,11,59,slit1,373,2345.9,2348.78,2342.68
science,11,58,slit1,374,2351.9,2354.8,2348.72
science,11,57,slit1,375,2357.9,2360.82,2354.75
science,11,56,slit1,376,2363.9,2366.85,2360.79
science,11,55,slit1,377,2369.9,2372.87,2366.82
science,11,54,slit1,378,2375.9,2378.9,2372.86
science,11,53,slit1,379,2381.9,2384.92,2378.89
science,11,52,slit1,380,2387.89,2390.94,2384.93
science,11,51,slit1,381,2393.89,2396.97,2390.96
science,11,50,slit1,382,2399.89,2402.99,2397.0
science,12,55,slit1,383,2405.89,2409.02,2403.03
science,12,56,slit1,384,2411.89,2415.04,2409.07
science,12,57,slit1,385,2417.89,2421.06,2415.1
science,12,58,slit1,386,2423.89,2427.09,2421.14
science,12,59,slit1,387,2429.89,2433.11,2427.17
science,12,60,slit1,388,2435.89,2439.14,2433.21
science,12,61,slit1,389,2441.89,2445.16,2439.24
science,12,62,slit1,390,2447.89,2451.19,2445.27
science,12,63,slit1,391,2453.89,2457.21,2451.31
science,12,64,slit1,392,2459.88,2463.23,2457.34
science,12,65,slit1,393,2465.88,2469.26,2463.38
science,13,71,slit1,394,2471.88,2475.28,2469.41
sky2,4,13,slit1,395,2477.88,2481.31,2475.45
sky1,5,16,slit1,396,2483.88,2487.33,2481.48
std,19,27,slit1,397,2489.88,2493.35,2487.52
science,13,70,slit1,398,2495.88,2499.38,2493.55
science,13,69,slit1,399,2501.88,2505.4,2499.59
science,13,68,slit1,400,2507.88,2511.43,2505.62
science,13,67,slit1,401,2513.88,2517.45,2511.66
science,13,66,slit1,402,2519.88,2523.47,2517.69
science,13,65,slit1,403,2525.88,2529.5,2523.73
science,13,64,slit1,404,2531.87,2535.52,2529.76
science,13,63,slit1,405,2537.87,2541.55,2535.8
science,13,62,slit1,406,2543.87,2547.57,2541.83
science,13,61,slit1,407,2549.87,2553.59,2547.86
science,13,60,slit1,408,2555.87,2559.62,2553.9
science,14,65,slit1,409,2561.87,2565.64,2559.93
science,14,66,slit1,410,2567.87,2571.67,2565.97
science,14,67,slit1,411,2573.87,2577.69,2572.0
science,14,68,slit1,412,2579.87,2583.71,2578.04
science,14,69,slit1,413,2585.87,2589.74,2584.07
science,14,70,slit1,414,2591.87,2595.76,2590.11
science,14,71,slit1,415,2597.87,2601.79,2596.14
science,14,72,slit1,416,2603.87,2607.81,2602.18
science,14,73,slit1,417,2609.86,2613.83,2608.21
science,14,74,slit1,418,2615.86,2619.86,2614.25
science,14,75,slit1,419,2621.86,2625.88,2620.28
science,14,76,slit1,420,2627.86,2631.91,2626.32
science,14,77,slit1,421,2633.86,2637.93,2632.35
science,15,83,slit1,422,2639.86,2643.95,2638.39
science,15,82,slit1,423,2645.86,2649.98,2644.42
science,15,81,slit1,424,2651.86,2656.0,2650.45
science,15,80,slit1,425,2657.86,2662.03,2656.49
science,15,79,slit1,426,2663.86,2668.05,2662.52
science,15,78,slit1,427,2669.86,2674.07,2668.56
science,15,77,slit1,428,2675.86,2680.1,2674.59
science,15,76,slit1,429,2681.85,2686.12,2680.63
science,15,75,slit1,430,2687.85,2692.15,2686.66
sky2,5,16,slit1,431,2693.85,2698.17,2692.7
sky1,5,18,slit1,432,2699.85,2704.2,2698.73
science,15,74,slit1,433,2705.85,2710.22,2704.77
science,15,73,slit1,434,2711.85,2716.24,2710.8
science,15,72,slit1,435,2717.85,2722.27,2716.84
science,15,71,slit1,436,2723.85,2728.29,2722.87
science,15,70,slit1,437,2729.85,2734.32,2728.91
science,16,75,slit1,438,2735.85,2740.34,2734.94
science,16,76,slit1,439,2741.85,2746.36,2740.98
science,16,77,slit1,440,2747.85,2752.39,2747.01
science,16,78,slit1,441,2753.84,2758.41,2753.05
science,16,79,slit1,442,2759.84,2764.44,2759.08
science,16,80,slit1,443,2765.84,2770.46,2765.11
science,16,81,slit1,444,2771.84,2776.48,2771.15
science,16,82,slit1,445,2777.84,2782.51,2777.18
science,16,83,slit1,446,2783.84,2788.53,2783.22
science,16,84,slit1,447,2789.84,2794.56,2789.25
science,16,85,slit1,448,2795.84,2800.58,2795.29
science,16,86,slit1,449,2801.84,2806.6,2801.32
science,16,87,slit1,450,2807.84,2812.63,2807.36
science,16,88,slit1,451,2813.84,2818.65,2813.39
science,16,89,slit1,452,2819.84,2824.68,2819.43
science,17,95,slit1,453,2825.84,2830.7,2825.46
science,17,94,slit1,454,2831.83,2836.72,2831.5
science,17,93,slit1,455,2837.83,2842.75,2837.53
science,17,92,slit1,456,2843.83,2848.77,2843.57
science,17,91,slit1,457,2849.83,2854.8,2849.6
science,17,90,slit1,458,2855.83,2860.82,2855.64
science,17,89,slit1,459,2861.83,2866.84,2861.67
science,17,88,slit1,460,2867.83,2872.87,2867.7
science,17,87,slit1,461,2873.83,2878.89,2873.74
science,17,86,slit1,462,2879.83,2884.92,2879.77
science,17,85,slit1,463,2885.83,2890.94,2885.81
science,17,84,slit1,464,2891.83,2896.96,2891.84
science,17,83,slit1,465,2897.83,2902.99,2897.88
science,17,82,slit1,466,2903.82,2909.01,2903.91
sky2,5,18,slit1,467,2909.82,2915.04,2909.95
sky1,4,17,slit1,468,2915.82,2921.06,2915.98
science,17,81,slit1,469,2921.82,2927.08,2922.02
science,17,80,slit1,470,2927.82,2933.11,2928.05
science,18,85,slit1,471,2933.82,2939.13,2934.09
science,18,86,slit1,472,2939.82,2945.16,2940.12
science,18,87,slit1,473,2945.82,2951.18,2946.16
science,18,88,slit1,474,2951.82,2957.2,2952.19
science,18,89,slit1,475,2957.82,2963.23,2958.23
science,18,90,slit1,476,2963.82,2969.25,2964.26
science,18,91,slit1,477,2969.82,2975.28,2970.29
science,18,92,slit1,478,2975.81,2981.3,2976.33
science,18,93,slit1,479,2981.81,2987.33,2982.36
science,18,94,slit1,480,2987.81,2993.35,2988.4
science,18,95,slit1,481,2993.81,2999.37,2994.43
science,18,96,slit1,482,2999.81,3005.4,3000.47
science,18,97,slit1,483,3005.81,3011.42,3006.5
science,18,98,slit1,484,3011.81,3017.45,3012.54
science,18,99,slit1,485,3017.81,3023.47,3018.57
science,18,100,slit1,486,3023.81,3029.49,3024.61
science,18,101,slit1,487,3029.76,3035.47,3030.59
science,19,107,slit1,488,3035.71,3041.45,3036.58
science,19,106,slit1,489,3041.67,3047.42,3042.57
science,19,105,slit1,490,3047.62,3053.4,3048.56
science,19,104,slit1,491,3053.57,3059.38,3054.55
science,19,103,slit1,492,3059.52,3065.35,3060.53
science,19,102,slit1,493,3065.48,3071.33,3066.52
science,19,101,slit1,494,3071.43,3077.31,3072.51
science,19,100,slit1,495,3077.38,3083.28,3078.5
science,19,99,slit1,496,3083.33,3089.26,3084.48
science,19,98,slit1,497,3089.29,3095.24,3090.47
science,19,97,slit1,498,3095.24,3101.21,3096.46
science,19,96,slit1,499,3101.19,3107.19,3102.45
science,19,95,slit1,500,3107.14,3113.17,3108.43
science,19,94,slit1,501,3113.1,3119.14,3114.42
science,19,93,slit1,502,3119.05,3125.12,3120.41
sky2,4,17,slit1,503,3125.0,3131.1,3126.4
sky1,4,16,slit1,504,3130.95,3137.07,3132.38
std,24,37,slit1,505,3136.91,3143.05,3138.37
science,19,92,slit1,506,3142.86,3149.03,3144.36
science,19,91,slit1,507,3148.81,3155.0,3150.35
science,19,90,slit1,508,3154.76,3160.98,3156.34
science,20,95,slit1,509,3160.72,3166.96,3162.32
science,20,96,slit1,510,3166.67,3172.93,3168.31
science,20,97,slit1,511,3172.62,3178.91,3174.3
science,20,98,slit1,512,3178.57,3184.89,3180.29
science,20,99,slit1,513,3184.53,3190.86,3186.27
science,20,100,slit1,514,3190.48,3196.84,3192.26
science,20,101,slit1,515,3196.43,3202.82,3198.25
science,20,102,slit1,516,3202.38,3208.79,3204.24
science,20,103,slit1,517,3208.34,3214.77,3210.22
science,20,104,slit1,518,3214.29,3220.75,3216.21
science,20,105,slit1,519,3220.24,3226.72,3222.2
science,20,106,slit1,520,3226.19,3232.7,3228.19
science,20,107,slit1,521,3232.15,3238.68,3234.17
science,20,108,slit1,522,3238.1,3244.65,3240.16
science,20,109,slit1,523,3244.05,3250.63,3246.15
science,20,110,slit1,524,3250.0,3256.61,3252.14
science,20,111,slit1,525,3255.96,3262.58,3258.12
science,20,112,slit1,526,3261.91,3268.56,3264.11
science,20,113,slit1,527,3267.86,3274.54,3270.1
science,21,119,slit1,528,3273.81,3280.51,3276.09
